ACCOUNT: 
TechSpec Version: 2.0 
Customisation Date: 2026-07-22 
Scan Version: 2.0
FQDN:afs-vm-eastus-elastic-az1-ml-p01.jphjhwchgmwurgklsgogdo0e3h.bx.internal.cloudapp.net 
IP-ADDRESS:192.168.0.7/26 
OS-NAME: RedHatLinux9.8 
Scan-Date: 2026-07-22
Time-Stamp: 08:53:06
********************************************************
SECTION-ID|SECTION-HEADING|SYSTEM-VALUE/PARAMETER|CURRENT-VALUE|TEST-RESULT
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for complaint_users(elasticuser: 30)|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(root: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(bin: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(daemon: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(adm: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(lp: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(sync: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(shutdown: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(halt: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(mail: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(operator: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(games: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(ftp: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(nobody: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(tss: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(systemd-coredump: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(dbus: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(polkitd: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(sshd: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(clevis: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(sssd: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(libstoragemgmt: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(setroubleshoot: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(cockpit-ws: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(chrony: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(systemd-resolve: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(tcpdump: )|No
IZ1.C.5.1.7.4|Access Authentication and Authorization/User Accounts and Environment/Set Shadow Password Suite Parameters.|Ensure inactive password lock is 30 days or less.|inactive password lock for Non_compliant_users(mdatp: )|No
IZ1.C.5.1.7.5|Access Authentication and Authorization / User Accounts and Environment / Set Shadow Password Suite Parameters.|Ensure all users last password change date is in the past.|inactive password lock for Non_compliant_users(elasticsearch: )|Yes
IZ1.C.5.1.7.5|Access Authentication and Authorization / User Accounts and Environment / Set Shadow Password Suite Parameters.|Ensure all users last password change date is in the past.|inactive password lock for Non_compliant_users(syslog: )|Yes
IZ1.C.6.1.1.1|System Maintenance / System File Permissions.|Ensure permissions on /etc/passwd are configured.|inactive password lock for Non_compliant_users(azureotelcollector: )|Yes
IZ1.C.6.1.1.2|System Maintenance / System File Permissions.|Ensure permissions on /etc/passwd- are configured.|inactive password lock for Non_compliant_users(azuremetricsext: )|Yes
IZ1.C.6.1.1.3|System Maintenance / System File Permissions.|Ensure permissions on /etc/group are configured.|all users last password change date is in the past.|Yes
IZ1.C.6.1.1.4|System Maintenance / System File Permissions.|Ensure permissions on /etc/group- are configured.|all users last password change date is in the past.|Yes
IZ1.C.6.1.1.5|System Maintenance / System File Permissions.|Ensure permissions on /etc/shadow are configured.|Permissions on /etc/passwd are configured /etc/passwd 644 0/root 0/root.|Yes
IZ1.C.6.1.1.6|System Maintenance / System File Permissions.|Ensure permissions on /etc/shadow- are configured.|Permissions on /etc/passwd- are configured /etc/passwd- 644 0/root 0/root.|Yes
IZ1.C.6.1.1.7|System Maintenance / System File Permissions.|Ensure permissions on /etc/gshadow are configured.|Permissions on /etc/group are configured /etc/group 644 0/root 0/root.|Yes
IZ1.C.6.1.1.8|System Maintenance / System File Permissions.|Ensure permissions on /etc/gshadow- are configured.|Permissions on /etc/group- are configured /etc/group- 644 0/root 0/root.|Yes
IZ1.C.6.1.1.9|System Maintenance / System File Permissions.|Ensure no world writable files exist.|Permissions on /etc/shadow are configured /etc/shadow 0 0/root 0/root.|No
IZ1.C.6.1.1.10|System Maintenance / System File Permissions.|Ensure no unowned files or directories exist.|Permissions on /etc/shadow- are configured /etc/shadow- 0 0/root 0/root.|Yes
IZ1.C.6.1.1.11|System Maintenance / System File Permissions.|Ensure no ungrouped files or directories exist.|Permissions on /etc/gshadow are configured /etc/gshadow 0 0/root 0/root.|Yes
IZ1.C.6.1.1.12|System Maintenance / System File Permissions.|Ensure sticky bit is set on all world-writable directories.|Permissions on /etc/gshadow- are configured /etc/gshadow- 0 0/root 0/root.|No
IZ1.C.6.1.2.1|System Maintenance / Local User and Group Settings.|Ensure accounts in /etc/passwd use shadowed passwords.|World writable files found, |Yes
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|No unowned files or directories found.|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|No ungrouped files or directories found.|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|World-writable directories where the sticky bit is not set found|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|All accounts are set to use shadowed passwords.|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|tss has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|systemd-coredump has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|dbus has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|polkitd has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|sshd has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|clevis has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|sssd has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|setroubleshoot has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|cockpit-ws has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|chrony has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|systemd-resolve has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|tcpdump has no password set|No
IZ1.C.6.1.2.2|System Maintenance / Local User and Group Settings|Ensure /etc/shadow password fields are not empty.|mdatp has no password set|No
IZ1.C.6.1.2.3|System Maintenance/Local User and Group Settings|Ensure all groups in /etc/passwd exist in /etc/group .|elasticsearch has no password set|Yes
IZ1.C.6.1.2.4|System Maintenance / Local User and Group Settings|Ensure no duplicate UIDs exist.|syslog has no password set|Yes
IZ1.C.6.1.2.5|System Maintenance / Local User and Group Settings|Ensure no duplicate GIDs exist.|azureotelcollector has no password set|Yes
IZ1.C.6.1.2.6|System Maintenance / Local User and Group Settings|Ensure no duplicate user names exist.|azuremetricsext has no password set|Yes
IZ1.C.6.1.2.7|System Maintenance / Local User and Group Settings|Ensure no duplicate Group Names exist.|No Group found.|Yes
IZ1.C.6.1.2.8|System Maintenance / Local User and Group Settings|Ensure root PATH Integrity.|No duplicate UIDs found.|No
IZ1.C.6.1.2.9|System Maintenance / Local User and Group Settings|Ensure root is the only UID 0 account.|No duplicate GIDs found.|Yes
IZ1.C.6.1.2.10|System Maintenance / Local User and Group Settings|Ensure local interactive user home directories exist.|No duplicate User Names found.|Yes
IZ1.C.6.1.2.11|System Maintenance / Local User and Group Settings|Ensure local interactive users own their home directories.|No duplicate Group Names found.|Yes
IZ1.C.6.1.2.12|System Maintenance / Local User and Group Settings|Ensure local interactive user home directories are mode 750 or more restrictive.|PATH is not valid|Yes
IZ1.C.6.1.2.13|System Maintenance / Local User and Group Settings|Ensure no local interactive user has .netrc files.|root is the only UID 0 account|Yes
IZ1.C.6.1.2.14|System Maintenance / Local User and Group Settings|Ensure no local interactive user has .forward files.|All local interactive user home directories exist|Yes
IZ1.C.6.1.2.15|System Maintenance / Local User and Group Settings|Ensure no local interactive user has .rhosts files.|All local interactive users own their home directories|Yes
IZ1.C.6.1.2.16|System Maintenance / Local User and Group Settings|Ensure local interactive user dot files are not group or world writable.|All local interactive user home directories dont have mode 750 or more restrictive.|Yes
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|no local interactive user has .netrc files|Yes
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|no local interactive user has .forward files|No
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|no local interactive user has .rhosts files.|Yes
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|local interactive user dot files are not group or world writable.|No
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|Found 'weekly' in /etc/logrotate.conf|No
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|'rotate 26' not found in /etc/logrotate.conf|No
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|Found 'dateext' in /etc/logrotate.conf|No
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|'compress' not found in /etc/logrotate.conf|No
IZ1.C.4.1.1.1|Logging and Auditing|Ensure logrotate is configured.|File /etc/logrotate.d/syslog does not exist.|No
IZ1.C.20.1.1.1|Logging and Auditing / Configure System Accounting (auditd) / Ensure auditing is enabled.|Ensure auditd is installed.|'weekly' not found in /etc/logrotate.d/rsyslog|Yes
IZ1.C.20.1.1.2|Logging and Auditing/Configure System Accounting (auditd)/Ensure auditing is enabled.|Ensure audit_backlog_limit is sufficient.|'rotate 26' not found in /etc/logrotate.d/rsyslog|Yes
IZ1.C.20.1.1.3|Logging and Auditing/Configure System Accounting (auditd)/Ensure auditing is enabled.|Ensure auditd service is enabled.|'dateext' not found in /etc/logrotate.d/rsyslog|Yes
IZ1.C.20.1.1.4|Logging and Auditing/Ensure auditing is enabled for processes that start prior to auditd is enabled.|Ensure auditing for processes that start prior to auditd is enabled.|'compress' not found in /etc/logrotate.d/rsyslog|Yes
IZ1.C.20.1.2.1|Logging and Auditing/Configure System Accounting (auditd)/Configure Data Retention.|Ensure auditing for processes that start prior to auditd is enabled.|audit package is installed.|No
IZ1.C.20.1.2.2|Logging and Auditing/Configure System Accounting (auditd)/Configure Data Retention.|Ensure audit logs are not automatically deleted.|audit_backlog_limit is set correctly to 8192|Yes
IZ1.C.20.1.3.1|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure changes to system administration scope (sudoers) is collected|auditd service is enabled|No
IZ1.C.20.1.3.2|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure actions as another user are always logged|Auditing for processes that start prior to auditd being enabled: Enabled|No
IZ1.C.20.1.3.2|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure actions as another user are always logged|Audit log storage size is not configured as expected: max_log_file = 6|Yes
IZ1.C.20.1.3.2|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure actions as another user are always logged|Audit logs are configured not to be automatically deleted: max_log_file_action = keep_logs|No
IZ1.C.20.1.3.2|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure actions as another user are always logged|Changes to system administration scope (sudoers) is not collected|Yes
IZ1.C.20.1.3.3|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure events that modify the sudo log file are collected|Actions as another user are not always logged|No
IZ1.C.20.1.3.4|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure events that modify date and time information are collected|Actions as another user are always logged|No
IZ1.C.20.1.3.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure events that modify the system's network environment are collected|Actions as another user are not always logged|No
IZ1.C.20.1.3.6|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd rules|Ensure use of privileged commands are collected|Actions as another user are always logged|No
IZ1.C.20.1.3.7|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure unsuccessful file access attempts are collected|Events that modify the sudo log file are not collected|Yes
IZ1.C.20.1.3.7|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure unsuccessful file access attempts are collected|Events that modify date and time information are not collected|Yes
IZ1.C.20.1.3.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure events that modify user/group information are collected|Events that modify the system's network environment are not  collected|No
IZ1.C.20.1.3.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure events that modify user/group information are collected|Use of privileged commands are not collected|No
IZ1.C.20.1.3.9|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure discretionary access control permission modification events are collected|Unsuccessful file access attempts are collected|Yes
IZ1.C.20.1.3.9|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure discretionary access control permission modification events are collected|Unsuccessful file access attempts are collected|Yes
IZ1.C.20.1.3.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful file system mounts are collected|Events that modify user/group information are not collected|No
IZ1.C.20.1.3.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful file system mounts are collected|Events that modify user/group information are not collected|No
IZ1.C.20.1.3.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful file system mounts are collected|Discretionary access control permission modification events are collected|No
IZ1.C.20.1.3.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful file system mounts are collected|Discretionary access control permission modification events are collected|No
IZ1.C.20.1.3.11|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure session initiation information is collected|Successful file system mounts are not collected|No
IZ1.C.20.1.3.11|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure session initiation information is collected|Successful file system mounts are not collected|No
IZ1.C.20.1.3.12|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure file deletion events by users are collected|Successful file system mounts are not collected|Yes
IZ1.C.20.1.3.12|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure file deletion events by users are collected|Successful file system mounts are not collected|Yes
IZ1.C.20.1.3.13|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure events that modify the system's Mandatory Access Controls are collected|Session initiation information is not collected|No
IZ1.C.20.1.3.14|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful and unsuccessful attempts to use the chcon command are recorded|Session initiation information is not collected|No
IZ1.C.20.1.3.15|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful and unsuccessful attempts to use the setfacl command are recorded|File deletion events by users are collected|No
IZ1.C.20.1.3.16|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful and unsuccessful attempts to use the chacl command are recorded|File deletion events by users are collected|No
IZ1.C.20.1.3.17|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure successful and unsuccessful attempts to use the usermod command are recorded|Events that modify the system's Mandatory Access Controls are not collected|No
IZ1.C.20.1.3.18|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure kernel module loading unloading and modification is collected|Successful and unsuccessful attempts to use the chcon command are not recorded|No
IZ1.C.20.1.3.18|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure kernel module loading unloading and modification is collected|Successful and unsuccessful attempts to use the setfacl command are not recorded|No
IZ1.C.20.1.3.19|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd rules|Ensure the audit configuration is immutable|Successful and unsuccessful attempts to use the chacl command are not recorded|Yes
IZ1.C.20.1.3.20|Logging and Auditing/Configure System Accounting/Configure auditd rules|Ensure login and logout events are collected|Successful and unsuccessful attempts to use the usermod command are not recorded|No
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|Kernel module loading unloading and modification is not collected|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|Kernel module loading unloading and modification is not collected|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|The audit configuration is immutable|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|login and logout events are not collected|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.100 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.99 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.97 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.96 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.94 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.93 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.90 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.87 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.85 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.82 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.80 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.79 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.78 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.77 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.76 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.75 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.74 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.73 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.69 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.65 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.63 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.62 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.61 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.60 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.59 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.58 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.57 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.56 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.55 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.54 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.52 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.49 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.48 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.45 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.44 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.43 400 are correct|Yes
